id,name,headshot_url,profession,specialty,event_title
416,Slahedinne Zidi,https://media.licdn.com/dms/image/v2/C4D03AQEoOSlJpynL3w/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1603503834895?e=2147483647&v=beta&t=sOOdfiHUtrYkvs5Up_tBgGroBndZ-9i1wsd7J2EB_qs,Regional Manager,Dental Technology,Straumann Esthetic Days 2025
442,Dr. Curry Leavitt,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/full-arch-institute/FAF-Leavitt-1.png?fmt=png-alpha&wid=320,Prosthodontist,Prosthodontics,Straumann Full Arch Forum
445,Dr. Edgard El Chaar,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/full-arch-institute/FAF-El-Chaar.png?fmt=png-alpha&wid=320,Periodontist,Periodontics,Straumann Full Arch Forum
435,Dr. Edmond Bedrossian,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/full-arch-institute/FAF-Bedrossian.png?fmt=png-alpha&wid=320,Oral and Maxillofacial Surgeon,Oral and Maxillofacial Surgery,Straumann Full Arch Forum
439,Dr. Ghida Lawand,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/full-arch-institute/FAF-Lawand.png?fmt=png-alpha&wid=320,Prosthodontist,Prosthodontics,Straumann Full Arch Forum
440,Dr. Kimberly Schlam,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/full-arch-institute/FAF-Kimberly-Schlam1.png?fmt=png-alpha&wid=320,Prosthodontist,Prosthodontics,Straumann Full Arch Forum
432,Dr. Kostas Chochlidakis,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/full-arch-institute/FAF-Chochlidakis.png?fmt=png-alpha&wid=320,Prosthodontist,Prosthodontics,Straumann Full Arch Forum
441,Dr. Mark Schlam,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/full-arch-institute/FAF-Mark-Schlam.png?fmt=png-alpha&wid=320,Periodontist,Periodontics,Straumann Full Arch Forum
433,Dr. Panos Papaspyridakos,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/full-arch-institute/FAF-Papaspyridakos.png?fmt=png-alpha&wid=320,Prosthodontist,Prosthodontics,Straumann Full Arch Forum
438,Dr. Phil Walton,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/full-arch-institute/FAF-Walton.png?fmt=png-alpha&wid=320,Periodontist,Periodontics,Straumann Full Arch Forum
444,Dr. Sam Bakuri,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/full-arch-institute/FAF-Bakuri.png?fmt=png-alpha&wid=320,Periodontist,Periodontics,Straumann Full Arch Forum
443,Dr. Wael Att,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/full-arch-institute/FAF-Att.png?fmt=png-alpha&wid=320,Prosthodontist,Prosthodontics,Straumann Full Arch Forum
431,Dr. Waldemar Polido,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/full-arch-institute/FAF-Polido.png?fmt=png-alpha&wid=320,Oral and Maxillofacial Surgeon,Oral and Maxillofacial Surgery,Straumann Full Arch Forum
436,Dr. Will Martin,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/full-arch-institute/FAF-Martin.png?fmt=png-alpha&wid=320,Prosthodontist,Prosthodontics,Straumann Full Arch Forum
437,Jack Marrano,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/full-arch-institute/FAF-Marrano.png?fmt=png-alpha&wid=320,Dental Technician,Dental Technology,Straumann Full Arch Forum
434,Jason Coss,https://media.licdn.com/dms/image/v2/C4E03AQHZAh7_52toAw/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1662050457792?e=2147483647&v=beta&t=PICNICYuLWP4n-3kN-Ws5bQPJS5OC8mBHSuBS0r0kFY,Digital Marketing Expert,Digital Marketing,Straumann Full Arch Forum
471,Aleksandra Polcynsky,https://media.skill.straumann.com/straumann/Users/143522/Aleksandra%20Polcynsky.jpg,"CDT, Digital Dental Specialist",Digital Lab Workflows,Straumann LABFEST 2025
505,Alexander Wuensche,https://dentalcesolutions.com/wp-content/uploads/2024/10/Alexander-Wuensche-CDT-e1729563614264.jpeg,"CDT, President",Aesthetic Restorations & Digital Dentistry,Straumann LABFEST 2025
506,Brandon Dickerman,https://www.straumanneducation.com/_/Dickerman.jpg,Digital Lab Specialist,CAD/CAM Technology,Straumann LABFEST 2025
470,Charles Banh,https://media.skill.straumann.com/straumann/Users/27648/Banh%20Charles%20SKiLL%20photo.jpg,"CDT, Head of Implant Department",Digital Dentistry and Implant Technology,Straumann LABFEST 2025
508,Dr. Minh Tran,https://www.orangeoralsurgery.com/files/2022/11/Dr-Tran2-240x300.jpeg,"DDS, Digital Dentistry Specialist",Clinical Digital Integration,Straumann LABFEST 2025
485,Ed Khalameizer,"",Digital Services Specialist,Digital Lab Services,Straumann LABFEST 2025
507,Jack Marrano,"https://static.wixstatic.com/media/67d9b6_f896d5e169fb462dbff1b0329a486efc~mv2.jpg/v1/crop/x_697,y_152,w_1668,h_1665/fill/w_275,h_275,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Bio2_edited.jpg","CDT, Lab Owner",Digital Production,Straumann LABFEST 2025
484,Julie Brossoit,https://www.flossbanff.com/wp-content/uploads/2023/08/Julie.jpg,Digital Services Specialist,Digital Lab Services,Straumann LABFEST 2025
483,Marisa Notturno,"https://media.skill.straumann.com/straumann/Users/121762/Notturno,%20Marisa%20SKiLL%20photo.jpg","CDT, Digital Lab Specialist",Digital Workflows,Straumann LABFEST 2025
486,Michael Wagner,"",Technical Specialist,MEDENTiKA Systems,Straumann LABFEST 2025
472,Raffi Aghvinian,"https://www.burbankoralsurgery.com/wp-content/uploads/sites/901/2021/07/Dr.-Margossian.jpg?resize=300,300","CDT, Digital Innovation Leader",3D Printing and Automation,Straumann LABFEST 2025
509,Robyn Gannaway,"",Sales Consultant,Business Development,Straumann LABFEST 2025
233,Dr. Daniel Buser,https://ce.dental.ufl.edu/wordpress/files/2025/02/Daniel_Buser-1.png,"Professor and Chairman (Emeritus), Department of Oral Surgery, University of Bern, Switzerland. Pioneer of micro-rough implant surfaces and GBR technique with 35 years of surgical experience.","Oral Surgery, Implantology, Guided Bone Regeneration",UF Center for Implant Dentistry 25th Anniversary
234,Dr. German Gallucci,https://ce.dental.ufl.edu/wordpress/files/2025/02/German_Gallucci-1.png,"Department Chair, Department of Restorative Dentistry and Biomaterials Sciences, Harvard School of Dental Medicine. Fellow of ITI, Editorial Board member of JDR, COIR, and IJOMI.","Restorative Dentistry, Implantology, Digital Dentistry",UF Center for Implant Dentistry 25th Anniversary
235,Dr. Ghida Lawand,https://ce.dental.ufl.edu/wordpress/files/2025/02/Ghida_Lawand-1.png,"ITI Scholar at University of Florida, Gainesville. Master's degree in Prosthodontics and Esthetic Dentistry from Saint Joseph University, Lebanon. Winner of 2018 Middle East Global Clinical Case Contest.","Prosthodontics, Esthetic Dentistry, Digital Dentistry",UF Center for Implant Dentistry 25th Anniversary
236,Dr. Luiz Gonzaga,https://ce.dental.ufl.edu/wordpress/files/2025/02/Luiz_Gonzaga-1.png,"Clinical Associate Professor, University of Florida Center for Implant Dentistry. Master's degree in Prosthodontics from University of Florida (2014). ITI Scholar and Fellow.","Prosthodontics, Implantology, Evidence-Based Dentistry",UF Center for Implant Dentistry 25th Anniversary
237,Dr. Robert Levine,https://ce.dental.ufl.edu/wordpress/files/2025/02/Untitled-design-1.png,"Diplomate, American Board of Periodontology. Fellow of International Society of Periodontal Plastic Surgeons (FISPPS). Fellow and Board Member of Academy of Osseointegration. US ITI Section Chair.","Periodontics, Implantology, Plastic Surgery",UF Center for Implant Dentistry 25th Anniversary
238,Dr. Will Martin,https://ce.dental.ufl.edu/wordpress/files/2025/03/WMartin-Full-Color-Trans-2022.png,"Clinical Professor and Director, Center for Implant Dentistry, University of Florida. Diplomate, American Board of Prosthodontics. Fellow of American College of Prosthodontists and ITI. Event Moderator.","Prosthodontics, Implantology, Esthetic Dentistry",UF Center for Implant Dentistry 25th Anniversary
449,Dr. Angel Garcia-Cañas,https://i1.rgstatic.net/ii/profile.image/11431281425091751-1746545375121_Q512/Angel-Canas.jpg,Prosthodontist,Prosthodontics,Young ITI Day & Section Meeting
448,Dr. Berfin Jacobs,https://media.licdn.com/dms/image/v2/C4D03AQEvBrR0Zz4Mhw/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1643679947954?e=2147483647&v=beta&t=g6sz20qWZvtAIoe7uoiSxzCkjxTvzfFwM31ywr8j3rk,Periodontist,Periodontics,Young ITI Day & Section Meeting
447,Dr. E. Armand Bedrossian,"https://www.bayareaprosthodontist.com/wp-content/uploads/sites/3225/2018/08/dr-bedrossian.jpg?resize=683,1024",Oral and Maxillofacial Surgeon,Oral and Maxillofacial Surgery,Young ITI Day & Section Meeting
450,Dr. Karim El Khouly,https://static1.squarespace.com/static/646fa0d85c73fc70c22a16ca/t/6723eec7976a7e0e9e2ea507/1730408138183/DSC07260.jpg?format=1500w,Prosthodontist,Prosthodontics,Young ITI Day & Section Meeting
446,Dr. Robert Levine,https://ralevinedds.com/wp-content/uploads/2023/10/levine4-759x1024.jpg,Periodontist,Periodontics,Young ITI Day & Section Meeting
451,Dr. Yolanda Natali Raico Gallardo,https://i1.rgstatic.net/ii/profile.image/11431281170478806-1687789029892_Q512/Yolanda-Gallardo-2.jpg,Prosthodontist,Prosthodontics,Young ITI Day & Section Meeting
